berita,tagging
PKI Nyamar Jadi DokterJangan 2 ini bukan dokter ato bidan.. ini pki nyamar sebagai dokter… aparat yg menyaksikan kejadian ini hanya diam .. mereka smua ngak punya hati.,Hoax
"PARA PENGUSUNG KHILAFAH SEMAKIN KALAP KARENA BANYAK DITEMUKAN BENDERA PKIRUSUH … RUSUH … RUSUH … !!! HATI-HATI JIKA ANDA PARKIR MOBIL DI PUSAT KERAMAIAN, PARA PENGUSUNG KHILAFAH SEDANG MENCARI SASARAN ORANG YANG BISA DIPERSALAHKAN SEBAGAI ANTEK PKI (KOMUNIS) DENGAN CARA MEMASANG STIKER BERLAMBANG PALU ARIT (KOMUNIS)",Hoax
"Pegawai Pusat Perbelanjaan Luwes Gading Dijemput Petugas MedisOjo Nang Luwes Gading Sik, Hari Ini Pegawene Ono Sing Dijemput Soko Muwardi",Hoax
India Lockdown Failed!! VideoIndia Lockdown Failed!!,Hoax
China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 PersenChina Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen,Hoax
"Setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cinaSetelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina,” posting akun Facebook Janee Jnngspo atau @wahyu.rabbani.35, Kamis, 6 Februari 2020.",Hoax
"MEREKA JUGA MEMAKAN JANIN BAYISETELAH BEBERAPA VIDEO MENJIJIKAN MEREKA MEMAKAN BINATANG2 LIAR,
 DAN BINATANG HIDUP2 MEREKA SANTAP.
 .
 .
 TAPI MEREKA JUGA MEMAKAN JANIN BAYI YANG DI REBUS DI SUP BUAT SANTAPAN JUGA.",Hoax
Seorang Kanibal Berkeliaran Di Baubau Sulawesi TenggaraSekilas info. Kalau ada yang tok tok atau ketemu dijalan sama orang aneh. Ciri cirinya pokoknya dy aneh dan gayanya orang *** skali. hati hati. Tuh buronan plus kanibal. kasusnya baru baru d bombana da perkosa cewek dan diamakan organnya. 2 hari lalu sempat kedapatan dibone bone dy iris tangannya permpuan dan diisap darahnya. trus semalam intel dy temukan lalu lalang d sekitar perintis.,Hoax
"Menhan Prabowo Ditekan Untuk Beli Pesawat Tempur Dari ChinaLetjen. TNI/ Purn. H. Syarwan Hamid SP. i: Saya baru dapat info bahwa pak Prabowo ditekan utk menandatangani perjanjian pembelian pesawat tempur buatan China,
 
 Padahal menurut pak IS (mantan Kasau) pesawat yang sejenis yg dari rusia jauh lebih bagus, dan harga terjangkau",Hoax
"Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik UINi magic betul Serius………..dicipta oleh Afrizal Abdi Assyifa .mahasiswa terbaik UI UI
 🔋🔋🔋🔋
 Coba kirim ke 4 grup dan bettery anda akan penuh 100%. Asli n coba",Hoax
Photo of Chaiyut KaewplangWe have a meeting with The director of the Arthritis Institute and the director of the Chaipayut Kaewplang Medical Association and asked him about the comments mentioned above. And provide the official position of the Ministry of Public Health regarding the development of new drugs,Hoax
"Binatang Langka Sangat Berbahaya, Biasanya Di Daun Pohon ManggaIni adalah binatang yang langka dan sangat berbahaya, biasanya di daun Pohon Mangga. Orang yang terkena gigitan binatang itu secara langsung. Umum nya akan Wafat setelah 4 jam dari gigitan itu. Akibat Dehidrasi Yang Sangat Dahsyat. Sangat berbahaya sekali. Mohon sebarkan,. Terutama kpda saudara-saudari kita yang Dekat dgn Pohon Mangga… Terima kasih. Sumber :WAG entomolog kesehatan P2P kemenkes RI.",Hoax
"Makhluk ini Dari IndiaMakhluk ini Dari India Dia Selalu gencar Menghina Islam,Adzan Di Cela,Wanita Berkerudung Di Lempari Batu Dan Di Bilang Kepanasan dsb. Dia juga Men- Tuhankan Sapi. Inilah baru azab yg pedih Di Dunia, silahkan nikmati lg azab yg sngat dahsyat di neraka ya",Hoax
"Nanas Madu Dapat Merusak GinjalIni biasa dipasar sebut nanas madu, perbiji 7ribu, mulai saat ini jgn mkn lg. Tolong jangan makan nanas mini Thailand. Taiwan sudah menolak setelah mereka mengirim ke laboratorium untuk memeriksa dan menemukan nanas ini bercampur dengan asam siklam yang dapat merusak ginjal kita. Harap teruskan ke keluarga dan teman Anda.",Hoax
"Di Jepang  Plonga-Plongo Sendiri, Gak Ada yang Kasih Ucapan Selamat. Katanya Sih Udah Menangnasib jadi presiden hasil dimenangkan ya begini.
di negeri sendiri dibenci rakyat nya, di negara lain di asing kan.
semua akan melongo pada waktu nya.",Hoax
"Polwan kiriman tiap malam datang dari soetaPolwan kiriman tiap malam datang dr soeta ,ngaku touris ehh malah dijadikan polwan,Allah tlah buka borok borok polisi nkri",Hoax
"Heli Pembawa Air Memadamkan ApiBetulkan Video ini?
Sebuah Helicopter menyemprot bubuk putih ke arah massa?",Hoax
"Artikel Tempo Berjudul Jokowi : Korban Meninggal itu sudah Takdir Jangan di Perpanjang lagiEnteng bener lue ngomongnya jok.

Kya gak ada harganya nyawa rakyat.

Korban ini ratusan,bukan satu dua yg meninggal.",Hoax
BARESKRIM POLRI GAMBIR JADI PUSAT KENDALI SITUNG KPU”GILA … TERNYATA BARESKRIM MABES POLRI DI GAMBIR JADI PUSAT KENDALI SITUNG KPU ,Hoax
"Jalur Puncak Macet Parah Akibat Bencanainfo
Puncak Bogor berduka telah terjadi longsor di beberapa titik dan banjir. Desa Megamendung longsor sampay KFC sama tugu Citamiang banjir bandang di jalur puncak ada yang lonsor cuma blm dapat titik nya di Cipayung muara jembatan putus semoga tidak ada korban jiwa. Puncak macet parah!!,",Hoax
"Cuitan Akun Twitter @LiesSugiyarti yang Membahas Pernyataan Sandiaga Uno saat Debat CawapresPa Sandiaga Uno sebaiknya jgn bawa bawa saya dalam debat. Saya di Sragen sdh susah. Jangan buat saya lebih susah. Nanti netizen DM saya, ajak saya kopdar lalu nanti saya harus bikin thread. Plis pa Sandiaga Uno. Saya hormat kpd Anda walau terakhir saya dengar anda ga bayar kopi",Hoax
"Maimon Herawati : TOLAK RUU Pro ZinaAWAS RUU Pro Zina akan disahkan!! BACA dan renungi. RUU Penghapusan Kekerasan Seksual ini berpandangan pengontrol tubuh perempuan adalah perempuan. Perempuan bebas dari kekerasan seksual. Ide bahwa perempuan harus diberikan kekuatan hukum untuk melindungi dirinya, ini benar dan sangat bagus.",Hoax
"Pihak Kepolisian dan The Jakmania Bantah Melakukan Sweeping Plat D di Halim Perdana Kususma SemalamBeredar sebuah pesan berantai di aplikasi whatsapp yang menyebutkan warga Bandung dan sekitarnya agar berhati-hati karena para jakmania sedang melakukan sweeping kendaraan ber plat D di daerah Halim Perdana Kusuma. Diketahui, plat D merupakan nomor identitas kendaraan bermotor dari Bandung.",Valid
"Viral Karnaval TK Bercadar dan Bersenjata, Ini Penjelasan SekolahPakaian peserta pawai budaya di Probolinggo yang mengenakan jubah dan bercadar hitam serta menenteng replika senjata viral di media sosial. Sontak, cara perpakaian itu mendapat sorotan dari warganet",Valid
"Jokowi Angkat Bicara Terkait Demo Massa #2019GantiPresiden di depan Toko MarkobarDemo silahkan, tapi mbok yang pinter dikit.",Hoax
"Tolak Marsekal Hadi Tjahjanto Menjadi Panglima TNI, karena TNI Bukan Milik PDIPRekan Saudaraku MCA, Mari Viralkan..untuk menolak Marsekal Hadi Tjahjanto (KASAU) menjadi Panglima TNI, karena mantan AJUDAN MEGAWATI dan Titipan PDIP atheis.
Namun kita dukung KASAD dari TNI-AD atau KASAL dari TNI AL untuk menjadi Panglima TNI ..ayo kita sampaikan suara Kita ke DPR karena TNI milik rakyat bukan milik PARTAI PDIP (PKI).",Hoax
bijaksana memilih sumber berita onlinebijaksana memilih sumber berita online,Valid
"Cetak e-KTP di Nusantara Expo TMII Bisa Langsung JadiMau share info buat temen2 yg E-KTP nya belum jadi2 masih dalam bentuk surat keterangan, bisa cetak KTP langsung jadi di pameran KEMENDAGRI di Keong Mas TMII sampai hari minggu 22 oktober 2017. Barangkali ada keluarga, tetangga, temen dll yg udah lama KTP nya gak jadi2, cukup bawa surat keterangannya aja kesana.
 Pelayanan dari jam 8 pagi – 4 sore ya..",Valid
: Usulan KH Wahid Hasyim yang Menyebutkan Bahwa Agama Negara Indonesia Adalah IslamUsulan KH Wahid Hasyim yang Menyebutkan Bahwa Agama Negara Indonesia Adalah Islam,Hoax
"Mesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim RohingyaMesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim Rohingya”",Valid
"Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia karena Dianggap Kurang Memiliki Tata Krama terhadap Raja SalmanDengan bantuan google translate dari Chrome Browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",Valid
Akun Facebook Ketua KPU RI Arief BudimanAkun Facebook Ketua KPU RI “Arief Budiman,Hoax
"Kondisi Jenazah Korban Covid-19 Di Rumah Sakit Osmania India#Osmania Hospital Ka Ye Haal Hai Corona Ke Died Body’s Ko Lekar Is Virus Ko Mazak Mat Samjo Pls#” (Terjemahan): Beginilah kondisi rumah sakit #osmania, jangan anggap virus ini sebagai lelucon dengan membawa tubuh Corona. Kumohon #",Hoax
"Jenderal TNI  DR. ENDRIARTONO SUTARTO, M.Ph., Panglima TNI ke 14 WafatInnalillahi wainna Illaihi Roji’un . Turut Berdukacita atas Wafatnya Jenderal TNI (Purn) DR. ENDRIARTONO SUTARTO, Mph., Panglima TNI ke 14. Semoga Almarhum Wafat dalam HUSNUL KHOTIMAH dan diampuni segala Dosa dosanya serta dilapangkan kuburnya… Alfatihah… Aamiiin….",Hoax
"Mamah Dedeh Meninggal DuniaInnaa lillaahi wa inna illaihi Roojiuun.. Telah berpulang ke Rahmatullah Ustazdah tercinta panutan muslim tanah air, MAMAH DEDEH pada hari selasa tanggal 26 Mei 2020 , pukul 22.28 WIB ,karena sakit di EKA HOSPITAL BUMI SERPONG DAMAI TANGERANG BANTEN.",Hoax
menteri kesehatan America sdh menandatangani persetujuan penggunaan chip 666 untuk virus coronaJangan main2 lagi menteri kesehatan America sdh menanda tangani persetujuan penggunaan chip 666 Sekarang dg virus Corona.,Hoax
"Foto penguburan Jenazah ibu kandung Presiden Joko Widodo meninggal dunia karena Serangan Virus CoronaJenazah ibu Hj. Sudjiatmi sengaja tidak di Shalati dan tidak di mandikan dan tidak boleh di layat oleh siapapun karena Sudjiatmi meninggal dunia akibat Serangan Virus Corona. Disaat penguburan, Peti mati Sudjiatmi di lempar begitu saja di dalam lobang kubur, agar Si pengubur Jenazah tidak tertular Virus Corona jenis Covid-19",Hoax
"Video Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di IndonesiaAWAS CORONA DATANG JOKOWI GILAAAAAA …
 Saat-saat sangat genting WABAH CORONA di Tanah Air spt sekarang ini, justru masih mengizinkan TKA CHINA ramai-ramai datang ke Kendari Sultra.",Hoax
"Queensland, Australia: Actor Tom Hanks has died at the age of 63.A Queensland Health spokeswoman said the actor passed away late Friday night AEST from complications in relation to Covid-19. The actor and his wife Rita Wilson, were being treated by the Gold Coast University Hospital after recently being diagnosed with the deadly virus.",Hoax
"Bu Risma minta didoakan agar Surabaya tdk hancurIni dpt info dr group LPMK AAC :
 Bu Risma minta utk didoakan agar kota Surabaya tdk hancur krn adanya patahan lempeng yg melewati Sukolilo sampe Cerme Gresik Dan patahan yg garis kedua dari Waru ke Krian, Mojokerto, Jombang, Nganjuk sampe Cepu.
 Tim Ahli Gempa Dan juga dari ITS sdh melihat tanda2 pada jalan2 yg akan terjadi patahan dan terlihat semakin membesar.
 
 Maaf video kurang full.",Hoax
"penemuan terdamparnya putri duyung di pesisir pantai nepa banyuatesYa allah Tanda” apakah ini,Warga psisir pantai nepa banyuates pagi” di kejutkan dngan penemuan terdamparnya putri duyung",Hoax
"Tangkapan layar chat Whatsapp AKBP Dwi AsmoroPenyusup kemaren ternyata Buzzer jokowi ia mengaku digaji 3,2 juta/bulan Dan polisi pun pura pura baik pada TNI
 Kebongkar ocehan Dwi asmoro dan lagi lagi dalang nya adalah Wiranto ,Tito CS",Hoax
"Anak Perempuan 6 Tahun Gangguan Jiwa Karena Banyak Ikut LesBocah Ini Kena Gangguan Jiwa
  karena Terlalu Banyak Ikut Les
 Kisah yang sungguh membuat hati miris ini datang dari sebuah akun Facebook bernama Andi Teposs. Tertanggal 18 Juli kemarin, Andi berkisah tentang nasib malang yang harus dialami oleh seorang gadis kecil berusia 6 tahun.",Hoax
Pelajar Bulukumba yang Terjerat Kasus Video Asusila Tewas Bunuh DiriVIRAL SISWA SMK BULUKUMBA MENCOBA MENGAKHIRI HIDUPNYA!! Jangko kasih hidup blitz nya 2019,Hoax
KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANGKAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,Hoax
"Daftar Jadi WNI Cukup Lewat Online, Warga Cina Daratan Serbu IndonesiaDaftar jadi WNI cukup lewat online, Warga Cina daratan serbu Indonesia
Dibaca ya, Link tertera di komentar",Hoax
"Sore Tadi Para Dayak Berbondong2 Ke JakartaSore Tadi Para Dayak Berbondong2 Ke Jakarta…..
Demi KPU Mereka Berbondong2 Untuk Ikut Menjaga KPU Dan Siap Melawan Peopel Power….
Puluhan Ribu Suku Dayak Mereka Antusias Berbondong2 Untuk Melawan FPI Yang Akan Bikin Rusuh NKRI Tercinta…..",Hoax
"Ribuan Warga Tasik jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RIJalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI.
AllahuAkbar…",Hoax
atas nama: DHEVA SUPRAYOGASabar aja. Nanti juga bakal ketemu. Ada juga yang bilang pria dalam video tersebut atas nama: DHEVA SUPRAYOGA,Hoax
Dugaan Pelanggaran Pemilu di Acara Singkawang BersholawatCek video pertama.,Valid
"Pesawat-pesawat PAF menciptakan formasi yang indah dari nama Allah di langitPakistan-Day: Pesawat-pesawat PAF menciptakan formasi yang indah dari nama Allah di langit

Oleh Dunia TNS – 23 Maret 2018 6:58 sore",Hoax
"Tulisan Lafadz Allah di Tisu ToiletBaru-baru ini saya membeli tisu toilet dari Marks & Spencer dan ketika saya membuka salah satunya, itu memiliki nama Allah, seperti yang Anda lihat. ‘Jadi tolong saudara-saudari, jangan beli tisu toilet khusus ini, atau coba boikot Marks & Spencers, karena setiap tisu toilet memiliki nama Allah di atasnya.",Hoax
"TERJADI BENTROKAN ORMAS DI CIKARANG, GIBAS VS PPInfo penting

Ass.muallaikum tuk bapak2 bagi yang melewati kawasan mm2100 harap berhati hati hari ini mau ada perang antara ormas gibas dan ormas pemuda pancasila besar besaran trimakasih🙏🙏🙏

skrng pemuda pancasila sdg berkumpul di Plaza Metropolitan tambun",Hoax
"Meme Jokowi toast menggunakan WineBayangkan, Ratusan mobil mewah disiapkan,",Hoax
"Ada spanduk ini di Pakanbaru, RiauAda spanduk ini di Pakanbaru, Riau",Hoax
"The Guardian: Saya merasa jijik: di dalam pabrik akun Twitter palsu di IndonesiaKeberanian harian asal Inggris The Guardian membongkar modus pabrik pembuat akun palsu pendukung Ahok telah menggegerkan publik Indonesia Senin, 23 Juli 2018",Valid
"KLARIFIKASI REBECCA, WANITA YANG DITUDING TEMBAK RAZAN AL-NAJJARTapi sekali lagi, bukan dia yang membunuh Razan",Valid
"Sofyan Tsauri Brimob Pencetak Teroris*SOFYAN TSAURI*
 *BRIMOB PENCETAK TERORIS*
 [...]
 Melalui persidangan panjang akhirnya Ust ABB divonis 18 tahun penjara, sedangkan Sufyan Tsauri ” *Sang Gembong Pencetak Teroris* ” hanya beberapa tahun via sidang santai & kini sudah bebas bahkan tampil bersama Kapolri dalam acara ILC TV One pada tanggal 15 Mei 2018.",Hoax
"Perekaman KTP Elektronik di Gedung Serba Guna Unila Pada 17-19 April 2018Kalo ada handai taulan yang belum punya KTP-el. Di infokan kepada masyarakat yang belum pernah melakukan perekaman KTP-el, ada perekaman, KTP langsung jadi di GSG Unila dari tanggal 17-19 April yang diadakan langsung oleh Dirjen Catatan Sipil Jakarta. Manfaatkan kesempatan ini, syarat membawa KK saja (semoga bermanfaat)",Hoax
"Hoax Bendera Terbalik, Panglima TNI Disebut GoblokHoax Bendera Terbalik, Panglima TNI Disebut Goblok",Valid
"Klarifikasi @susipudjiastuti Mengenai Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411Untold Story:
 
 Kesaksian Tuan Guru Bajang @tgbID tentang Ibu @susipudjiastuti yang mensupport 20 bis dari pangandaran untuk aksi 411
 
 Demi Allah gw terharu! Semoga Bu Susi kelak tergolong orang2 yg husnul Khotimah…Aamiin YRA",Valid
"Muhammadiyah Keluarkan Fatwa Haram Memilih PSIFATWA HARAM MEMILIH PSI
 [...]
 berrdasarkan hasil musyawarah dan masukan dari para netizen maka dengan ini kami keluarkan “Fatwa Haram” memilih PSI kepada seluruh warga Muhammadiyah dan follower 
 dan kami menyeru kepada kader kader muda Muhammadiyah yang masih bercokol di PSI agar segera kalian bertobat kembali ke jalan yang benar jangan menjadi golongan orang yg durhaka terhadap orang tua kita
 #AdminMoSalah",Hoax
"Klarifikasi Terkait Insiden Pengusiran Anggota DPRD Kabupaten Kepulauan Mentawai dan DPRD Sumbar di Kawasan Resort Aloita, MentawaiIni hanya salah paham saja, saat itu kita menyampaikan tidak bisa menyandar di dermaga, karena sedang direnovasi, anda bisa mendaratkan kapal hanya lewat pantai,",Valid
"I Was Told You Kekhawatiran Data Masyarakat Sudah Bocor ke Mana-Mana Terbukti>> i was told you <<
 Kekhawatiran data masyarakat sudah bocor ke mana-mana terbukti. Proses registrasi pelanggan prabayar menjadi bukti kebocoran data masyarakat bukan isapan jempol. Kebocoran data ini semakin menguatkan perlunya UU Perlindungan Data Pribadi.
 Salah satu pengguna twitter yang kebetulan pelanggan Indosat Ooredoo misalnya sempat bercicit, nomor induk kependudukan (NIK) dan kartu keluarga (KK) dipakai oleh 50 nomor. Ia hanya mengaku memiliki satu nomor.
 http://amp.kontan.co.id/news/data-masyarakat-bocor-buruan-cek-nik-dan-kk-ke-operator-begini-caranya?",Hoax
"Musuh Sudah Di Depan Mata, Perlawanan PKI dan Penculikan Akan Segera Di LaksanakanDapat foto dari Group Mujahid.
 Musuh sudah di depan Mata, perlawanan PKI dan Penculikan akan segerah di laksanakan.
 Umat Islam waspada.
 Negara siaga 1",Valid
TIDAK ADA MASALAH DALAM PEMBENTUKAN HOLDING TAMBANG.TIDAK ADA MASALAH DALAM PEMBENTUKAN HOLDING TAMBANG,Hoax
"Penangkapan Penyusup yang Membawa Bom ke Acara Pernikahan Putri Presiden JokowiIni penyusup rombongan ke acara Jokowi, dia bawa bom di dalam kereta, sudah diturunin di Semarang dan dibawa ke Polda untuk investigasi lebih lanjut.”",Hoax
"Foto Bareng Anies Baswedan dengan Ulama Petinggi ISIS Yusuf Al-QaradhawiKog bisa ya mereka berfotoan bareng dg mesra…. Bukankah yusuf qardawi adl ulama tertinggi isis dan al aeda…..?!?!
 Ada apa dg anies????
 Masih ingat perang antara isis dg jabahbal nusra….. Abu bakarval bahgdadi memohon fatwa kpd yusuf al qardawi…",Valid
"Polisi Meminta Uang Pengamanan Kepada Warga Saat Aksi 212BILA surat Ketua RW 08 ini BENAR,
 
 betapa besarnya kerugian yang langsung harus diderita rakyat akibat PENANGANAN HUKUM yang TIDAK ADIL terhadap kasus penistaan agama yang dilakukan oleh #ahok.
 
 Koq ya tega banget sih, mbuat rakyat menderita hanya untuk melindungi seorang pejabat yang brengsek dan sok jago.",Hoax
"Daftar Kartu Indonesia Pintar Pendaftaran sampai 25 Agustus 2020selamat malam..
 bagi yg punya putra putri
 SD SMP SMA/K
 ingin mengajukan program Indonesia Pintar / Kartu Indonesia Pintar, silakan mengisi link dibawah ini. Ditunggu sampai tanggal 25 Agustus 2020. Tks",Hoax
Campuran Garam dan Air Hangat Mampu Hilangkan Virus CoronaCorona kalah dg Garam dapur. Gak perlu vaksin vaksinan yg mau di drop oleh yahudi ato Cina.Ini bukan HOAKs.,Hoax
Foto tatacara semayam jenazah Didi Kempot  tidak dikafaniHati2 membacakan kalimat lelayu kepada seseorang yg belum jelas aqidahnya. Mmg kalo melihat dari kamus wikped satus agama ybs adalah Islam Akan tetapi nama asli DK adalah Dionisius Prasetyo. (Seperti nama baptis). Menengok tatacara semayam jenazahpun tdk di kafani. Clear?,Hoax
"Poster Pageblug Sultan HB X Anjurkan Masak Sayur Lodeh 7 WarnaPAGEBLUG
 
 Wayahe rakyat Mataram nyayur LODEH 7 warna
 
 – Kluwih – Cang Gleyor
 
 – Terong – Kulit Mlinjo
 
 – Waluh – Godong So
 
 – Tempe
 
 Mugi SEDAYA tansah widodo nir ing SAMBEKALA",Hoax
"Arahan Gubernur DKI Terkait Himbauan Covid-19Disampaikan arahan Gubernur terkait CoviD 19 :
 
 PENCEGAHAN :
 
 Skenario pembatasan interaksi terkait penyebaran Covic Pemprov. DKI Jakarta
 
 Langkah2 pembatasan :
 
 1. Aktifitas sekolah dihentikan atau dibatasi
 
 2. Isolasi daerah epicentral
 
 3. Larangan pergi ke tempat keramaian
 
 4. Pembatalan izin yg sudah dikeluarkan oleh pemprov dan siapkan prosedur pembatalan.",Hoax
"Diduga Terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus DiisolasiDiduga Terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus Diisolasi",Hoax
"Air Liur Dari Terompet Dapat Sebarkan Penyakit BerbahayaKisah Menjijikkan terompet Tahun Baru ..🤮🤮🤮
 
 Penyakit yang dapat di tularkan melalui air liur ..
 TBC Influenza Meningitis Pneumonia Hepatitis B
 Jaga anak² dan keluarga anda dari penularan penyakit berbahaya ..“Air liur, mau di coba coba ? ” Selamat tahun BARU smuaxa…",Hoax
"Harga 42 Merek Rokok Naik hingga Rp 50 RibuInfo yang viral tersebut tidak benar harga rokok yang beredar di pasaran belum mengalami kenaikan.
 
 “Saat ini harganya masih sama dengan yang ada di pasar",Hoax
"Surat Pemberitahuan Pembekalan dan Penetapan Nama ASN Yang Lulus Dari Jalur Kebijakan KementerianBADAN KEPEGAWAIAN NEGARA
 
 NOMOR : K.3-47/11.11.03/19
 SIFAT : PENTING
 PERIHAL : PEMBERITAHUAN PEMBEKALAN dan PENETAPAN NAMA ASN YANG LULUS DARI JALUR KEBIJAKAN KEMENTERIAN",Hoax
"baju PKI lagi beraksiBendera Tauhid diributin, tapi giliran yg kek gini didiamin ..😔
 Ini baju PKI lagi beraksi",Hoax
"Foto 200 relawan yang dibebaskan Prabowo dari penjara*inilah rahasia dibalik jabat tangan pa prabowo*
yg sdh terlanjur kecewa mari mohon maaf dan mohon ampunan Alloh…sekarang prabowo sdh berhasil membebaskan 200 relawan yg dipenjara , jika ada salah satu dr saudara kalian disana maka tdk sepatutnya menyalahkan kenapa prabowo malakukan jabat tangan ..
beliau mengorbankan rasa harga dirinya u membantu rakyat yg sdg dipenjara apakah ada orang lain yg peduli membantu…",Hoax
"Informasi Kebakaran SPBU Medalem BojonegoroVideo kebakaran SPBU yang semula disebut SPBU Medalem, di Desa Prayungan Kecamatan Sumberrejo Kabupaten Bojonegoro",Hoax
Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq Masuk YamanSemua WNA dilarang. Yang melarang mereka menyeberang perbatasan adalah Pemerintah Oman,Valid
TEPUK LENGAN UNTUK PERTOLONGAN PERTAMA PADA SERANGAN JANTUNGDi panggung wayang tiba2 kena serangan jantung. Pas tu ada sinseh tepok kedua tangannya 2 menit sembuh kembali,Hoax
"Doktor yang jadi Pemulung Sampah ini, Ternyata Adiknya Pramodya Ananta ToerSoesilo Ananta Toer , yang tidak lain adalah adik Pramodya Ananta Toer.",Valid
BI Bantah Kebijakan KPR DP 0% Mencontoh Anies - SandiKredit Pemilikan Rumah (KPR) tanpa uang (Down Payment/DP),Valid
"Surat Edaran Dinkes Kota Palopo Terkait Warung Makan dengan Makanan yang Mengandung Formalin dan BoraksDisini saya merasa ndak mau lagi makan bakso
 Ini data dari dinkes palopo. no hoax dan tipu2. kalau gak percaya bisa tanya langsung ke kerabat atau siapa saja yang kerja di dinkes palopo.
 
 Ini data dari dinkes palopo. no hoax dan tipu2. kalau gak percaya bisa tanya langsung ke kerabat atau siapa saja yang kerja di dinkes palopo.",Hoax
"Logo 212 di TurkiFPI Hadiri SEMINAR INTERNASIONAL ULAMA DUNIA UNTUK SOLIDARITAS PALESTINA Di Istambul,Turki
 Perlu diketahui rombongan FPI berangkat ke Istanbul,Turki sejak hari Rabu 11 April 2018.
 Selama Kunjungan diTurki ada suatu yang Unik yg dijumpai oleh para Rombongan FPI yaitu ada Logo 212 yang banyak ditemui dibeberapa tempat seperti yang terlihat di Foto.
 Takbir!.
 #212Mendunia",Hoax
"Jokowi, Megawati Marah Jika Puan Maharani Dikaitkan Dengan Kasus E-KTPLindungi terus… Mumpung bodygardnya lagi berkuasa…
 
 Tribunnews.com
 Jokowi, Megawati marah jika puan maharani dikaitkan dengan kasus E-KTP
 
 Jakarta-Jumpa press Megawati yang didampingi presiden.
 Dengan nada marah megawati menyatakan bahwa putrinya (puan maharani) tidak ada kaitan dengan kasus E-KTP.
 Menurut ketua umum PDIP. KPK tidak perlu mengadakan penyidikan dan pemeriksaan atas putrinya (puan maharani).
 KPK harus menghormati dan mematuhi keputusan yang telah diperintahkan presiden.
 Kewenangan dan tanggung jawab dikementerian berada dalam keputusan dan kebijakan presiden.. Tuturnya.",Hoax
"Panglima TNI yang Baru Marsekal Hadi Tjahyanto Bersama Istri Lim Siok LanKITA PRIBUMI RAPATKAN BARISAN…..
PANGLIMA TNI YG BARU MARSEKAL HADI TJAHYANTO BERSAMA ISTRI LIM SIOK LAN DGN 2 ANAK CEWEK COWOK…..ANAK DAN MANTU SAMA SAMA DI ANGKATAN UDARA…",Hoax
"Kita ketawain aja HOAKnya kaum bumi datarKita ketawain aja HOAKnya kaum bumi datar”
“Ini anak siapa
-gbr nyolong di google
-yg penting cina
-matanya sifit
-kulit putih”
“SD nya fiktif",Valid
"Bila mereka adalah bagian dari generasi bangkit PKI, waspadalah kita semua.“Nemu gambar2 ini di salah satu group WA, sepertinya mereka sedang latihan perang. Entah dimana, kapan dan siapa mereka itu. Bila mereka adalah bagian dari generasi bangkit PKI, waspadalah kita semua. Harapanku semoga TNI bisa melacak keberadaan mereka, Bila mereka ada di wilayah Indonesia, Saya percaya! TNI bisa melacaknya",Hoax
"Foto Setengah Bugil, Diduga Milik Najwa ShihabFoto Setengah Bugil, Diduga Milik Najwa Shihab",Hoax
Disneyland Akan Dibangun di Boyolali Jawa TengahDisneyland Akan Dibangun di Boyolali Jawa Tengah,Hoax
"PLAT NOMOR NEGARA ASING DI INDONESIANEGARAKU SUDAH DIMAKAR !
 Bukan cuma orang ASING boleh memiliki asset di Indonesia dan orang ASING boleh menjalankan aktifitas intelijennya dgn nama ORMAS Tetapi Orang ASING pun boleh mengendarai mobilnya dengan PLAT NOMOR NEGARA nya di JAKARTA….",Valid
ADA BESI TIPIS DI DALAM OBATHATI-HATI ADA BESI TIPIS DI DALAM OBAT. SEBARKAN!!!,Hoax
"Facebook Mengakuisisi Semua Postingan PenggunanyaFrom Monday, 27th June, 2016, 1528 IST, I don’t give Facebook permission to use my pictures, my information or my publications, both of the past and the future, mine or those where I show up.",Hoax
